objectid,reporter,RecOwner,SciName,ComName,Nativity,OccStatus,Status,ObsDate,DateEnt,DateUp,Location,Latitude,Longitude,Datum,Method,CoordAcc,DataType,Centroid,Abundance,InfestAcre,GrossAcre,Percentcov,Density,APPXQuant,NumCollect,Smallest,Largest,Incidence,Severity,Host,Host_Name,HostPheno,HostDamage,ManageStat,PopStat,Habitat,LocalOwner,Site,RecBasis,Museum,MuseumRec,Voucher,ObsIDer,CollectTme,UUID,OrgSrcID,OrigName,RecSrcTyp,Surveyor,DateAcc,VisitType,DataMthd,TrapType,NumTraps,TargetName,TargetCnt,TargetRnge,Phenology,LifeStatus,Sex,PID,WaterName,WaterType,Substrate,TreatArea,PlantTreat,TreatComm,Reference,Locality,Comments,ReviewDate,Reviewer,VerifyMthd,Verified,IDCred,ReviewComm
794205,Biota of North America Program ,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2010,3/5/2010,"Columbia, Wisconsin, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,Wisconsin Vascular Plant Species. University of Wisconsin-Madison.  Available on the Internet at: http://www.botany.wisc.edu/wisflora/,,,,,,Verified,,
794206,Biota of North America Program ,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2010,3/5/2010,"Dane, Wisconsin, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,Wisconsin Vascular Plant Species. University of Wisconsin-Madison.  Available on the Internet at: http://www.botany.wisc.edu/wisflora/,,,,,,Verified,,
794207,Biota of North America Program ,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2010,3/5/2010,"Grant, Wisconsin, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,Wisconsin Vascular Plant Species. University of Wisconsin-Madison.  Available on the Internet at: http://www.botany.wisc.edu/wisflora/,,,,,,Verified,,
794208,Biota of North America Program ,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2010,3/5/2010,"Jefferson, Wisconsin, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,Wisconsin Vascular Plant Species. University of Wisconsin-Madison.  Available on the Internet at: http://www.botany.wisc.edu/wisflora/,,,,,,Verified,,
794209,Biota of North America Program ,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2010,3/5/2010,"Marinette, Wisconsin, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,Wisconsin Vascular Plant Species. University of Wisconsin-Madison.  Available on the Internet at: http://www.botany.wisc.edu/wisflora/,,,,,,Verified,,
794210,Biota of North America Program ,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2010,3/5/2010,"Milwaukee, Wisconsin, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,Wisconsin Vascular Plant Species. University of Wisconsin-Madison.  Available on the Internet at: http://www.botany.wisc.edu/wisflora/,,,,,,Verified,,
794211,Biota of North America Program ,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2010,3/5/2010,"Outagamie, Wisconsin, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,Wisconsin Vascular Plant Species. University of Wisconsin-Madison.  Available on the Internet at: http://www.botany.wisc.edu/wisflora/,,,,,,Verified,,
794212,Biota of North America Program ,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2010,3/5/2010,"Pierce, Wisconsin, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,Wisconsin Vascular Plant Species. University of Wisconsin-Madison.  Available on the Internet at: http://www.botany.wisc.edu/wisflora/,,,,,,Verified,,
794213,Biota of North America Program ,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2010,3/5/2010,"Richland, Wisconsin, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,Wisconsin Vascular Plant Species. University of Wisconsin-Madison.  Available on the Internet at: http://www.botany.wisc.edu/wisflora/,,,,,,Verified,,
794214,Biota of North America Program ,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2010,3/5/2010,"Rock, Wisconsin, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,Wisconsin Vascular Plant Species. University of Wisconsin-Madison.  Available on the Internet at: http://www.botany.wisc.edu/wisflora/,,,,,,Verified,,
794215,Biota of North America Program ,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2010,3/5/2010,"Sheboygan, Wisconsin, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,Wisconsin Vascular Plant Species. University of Wisconsin-Madison.  Available on the Internet at: http://www.botany.wisc.edu/wisflora/,,,,,,Verified,,
794216,Biota of North America Program ,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2010,3/5/2010,"Trempealeau, Wisconsin, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,Wisconsin Vascular Plant Species. University of Wisconsin-Madison.  Available on the Internet at: http://www.botany.wisc.edu/wisflora/,,,,,,Verified,,
794217,Biota of North America Program ,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2010,3/5/2010,"Vilas, Wisconsin, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,Wisconsin Vascular Plant Species. University of Wisconsin-Madison.  Available on the Internet at: http://www.botany.wisc.edu/wisflora/,,,,,,Verified,,
794218,Biota of North America Program ,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2010,3/5/2010,"Waukesha, Wisconsin, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,Wisconsin Vascular Plant Species. University of Wisconsin-Madison.  Available on the Internet at: http://www.botany.wisc.edu/wisflora/,,,,,,Verified,,
1311446,"Douglas Cygan New Hampshire Department of Agriculture, Markets & Food",State Agency,Berberis vulgaris,common barberry,Introduced,Detected,Positive,1/23/2011,1/23/2011,1/23/2011,"Strafford, New Hampshire, United States",43.09246,-70.86578,WGS84     ,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,,,,,,,Verified,,
1312567,"Douglas Cygan New Hampshire Department of Agriculture, Markets & Food",State Agency,Berberis vulgaris,common barberry,Introduced,Detected,Positive,1/23/2011,1/23/2011,1/23/2011,"Rockingham, New Hampshire, United States",43.07451,-70.74177,WGS84     ,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,,,,,,,Verified,,
1974031,Forest Inventory and Analysis Database U.S. Forest Service - Northern Research Station,Federal Agency,Berberis vulgaris,common barberry,Introduced,Detected,Positive,1/1/2009,11/29/2011,,"Hancock, Indiana, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,,,Shrub,,,,Verified,,
1974032,Forest Inventory and Analysis Database U.S. Forest Service - Northern Research Station,Federal Agency,Berberis vulgaris,common barberry,Introduced,Detected,Positive,1/1/2009,11/29/2011,,"Lawrence, Indiana, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,,,Shrub,,,,Verified,,
1974033,Forest Inventory and Analysis Database U.S. Forest Service - Northern Research Station,Federal Agency,Berberis vulgaris,common barberry,Introduced,Detected,Positive,1/1/2008,11/29/2011,,"Monroe, Indiana, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,,,Shrub,,,,Verified,,
1974034,Forest Inventory and Analysis Database U.S. Forest Service - Northern Research Station,Federal Agency,Berberis vulgaris,common barberry,Introduced,Detected,Positive,1/1/2010,11/29/2011,,"Pulaski, Indiana, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,,,Shrub,,,,Verified,,
1974035,Forest Inventory and Analysis Database U.S. Forest Service - Northern Research Station,Federal Agency,Berberis vulgaris,common barberry,Introduced,Detected,Positive,1/1/2009,11/29/2011,,"Putnam, Indiana, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,,,Shrub,,,,Verified,,
1974036,Forest Inventory and Analysis Database U.S. Forest Service - Northern Research Station,Federal Agency,Berberis vulgaris,common barberry,Introduced,Detected,Positive,1/1/2010,11/29/2011,,"Steuben, Indiana, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,,,Shrub,,,,Verified,,
1974037,Forest Inventory and Analysis Database U.S. Forest Service - Northern Research Station,Federal Agency,Berberis vulgaris,common barberry,Introduced,Detected,Positive,1/1/2008,11/29/2011,,"Washington, Indiana, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,,,Shrub,,,,Verified,,
1974038,Forest Inventory and Analysis Database U.S. Forest Service - Northern Research Station,Federal Agency,Berberis vulgaris,common barberry,Introduced,Detected,Positive,1/1/2008,11/29/2011,,"White, Indiana, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,,,Shrub,,,,Verified,,
1974039,Forest Inventory and Analysis Database U.S. Forest Service - Northern Research Station,Federal Agency,Berberis vulgaris,common barberry,Introduced,Detected,Positive,1/1/2009,11/29/2011,,"Baltimore, Maryland, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,,,Shrub,,,,Verified,,
1974040,Forest Inventory and Analysis Database U.S. Forest Service - Northern Research Station,Federal Agency,Berberis vulgaris,common barberry,Introduced,Detected,Positive,1/1/2009,11/29/2011,,"Montgomery, Maryland, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,,,Shrub,,,,Verified,,
1974041,Forest Inventory and Analysis Database U.S. Forest Service - Northern Research Station,Federal Agency,Berberis vulgaris,common barberry,Introduced,Detected,Positive,1/1/2009,11/29/2011,,"Berkshire, Massachusetts, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,,,Shrub,,,,Verified,,
1974042,Forest Inventory and Analysis Database U.S. Forest Service - Northern Research Station,Federal Agency,Berberis vulgaris,common barberry,Introduced,Detected,Positive,1/1/2009,11/29/2011,,"Essex, Massachusetts, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,,,Shrub,,,,Verified,,
1974043,Forest Inventory and Analysis Database U.S. Forest Service - Northern Research Station,Federal Agency,Berberis vulgaris,common barberry,Introduced,Detected,Positive,1/1/2010,11/29/2011,,"Franklin, Massachusetts, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,,,Shrub,,,,Verified,,
1974044,Forest Inventory and Analysis Database U.S. Forest Service - Northern Research Station,Federal Agency,Berberis vulgaris,common barberry,Introduced,Detected,Positive,1/1/2010,11/29/2011,,"Allegan, Michigan, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,,,Shrub,,,,Verified,,
1974045,Forest Inventory and Analysis Database U.S. Forest Service - Northern Research Station,Federal Agency,Berberis vulgaris,common barberry,Introduced,Detected,Positive,1/1/2007,11/29/2011,,"Berrien, Michigan, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,,,Shrub,,,,Verified,,
1974046,Forest Inventory and Analysis Database U.S. Forest Service - Northern Research Station,Federal Agency,Berberis vulgaris,common barberry,Introduced,Detected,Positive,1/1/2010,11/29/2011,,"Huron, Michigan, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,,,Shrub,,,,Verified,,
1974047,Forest Inventory and Analysis Database U.S. Forest Service - Northern Research Station,Federal Agency,Berberis vulgaris,common barberry,Introduced,Detected,Positive,1/1/2008,11/29/2011,,"Isabella, Michigan, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,,,Shrub,,,,Verified,,
1974048,Forest Inventory and Analysis Database U.S. Forest Service - Northern Research Station,Federal Agency,Berberis vulgaris,common barberry,Introduced,Detected,Positive,1/1/2009,11/29/2011,,"Jackson, Michigan, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,,,Shrub,,,,Verified,,
1974049,Forest Inventory and Analysis Database U.S. Forest Service - Northern Research Station,Federal Agency,Berberis vulgaris,common barberry,Introduced,Detected,Positive,1/1/2007,11/29/2011,,"Kalamazoo, Michigan, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,,,Shrub,,,,Verified,,
1974050,Forest Inventory and Analysis Database U.S. Forest Service - Northern Research Station,Federal Agency,Berberis vulgaris,common barberry,Introduced,Detected,Positive,1/1/2010,11/29/2011,,"Oakland, Michigan, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,,,Shrub,,,,Verified,,
1974051,Forest Inventory and Analysis Database U.S. Forest Service - Northern Research Station,Federal Agency,Berberis vulgaris,common barberry,Introduced,Detected,Positive,1/1/2008,11/29/2011,,"Osceola, Michigan, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,,,Shrub,,,,Verified,,
1974052,Forest Inventory and Analysis Database U.S. Forest Service - Northern Research Station,Federal Agency,Berberis vulgaris,common barberry,Introduced,Detected,Positive,1/1/2009,11/29/2011,,"Saginaw, Michigan, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,,,Shrub,,,,Verified,,
1974053,Forest Inventory and Analysis Database U.S. Forest Service - Northern Research Station,Federal Agency,Berberis vulgaris,common barberry,Introduced,Detected,Positive,1/1/2010,11/29/2011,,"Van Buren, Michigan, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,,,Shrub,,,,Verified,,
1974054,Forest Inventory and Analysis Database U.S. Forest Service - Northern Research Station,Federal Agency,Berberis vulgaris,common barberry,Introduced,Detected,Positive,1/1/2008,11/29/2011,,"Delaware, New York, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,,,Shrub,,,,Verified,,
1974055,Forest Inventory and Analysis Database U.S. Forest Service - Northern Research Station,Federal Agency,Berberis vulgaris,common barberry,Introduced,Detected,Positive,1/1/2009,11/29/2011,,"Belmont, Ohio, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,,,Shrub,,,,Verified,,
1974056,Forest Inventory and Analysis Database U.S. Forest Service - Northern Research Station,Federal Agency,Berberis vulgaris,common barberry,Introduced,Detected,Positive,1/1/2010,11/29/2011,,"Jefferson, Ohio, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,,,Shrub,,,,Verified,,
1974057,Forest Inventory and Analysis Database U.S. Forest Service - Northern Research Station,Federal Agency,Berberis vulgaris,common barberry,Introduced,Detected,Positive,1/1/2010,11/29/2011,,"Knox, Ohio, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,,,Shrub,,,,Verified,,
1974058,Forest Inventory and Analysis Database U.S. Forest Service - Northern Research Station,Federal Agency,Berberis vulgaris,common barberry,Introduced,Detected,Positive,1/1/2007,11/29/2011,,"Blair, Pennsylvania, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,,,Shrub,,,,Verified,,
1974059,Forest Inventory and Analysis Database U.S. Forest Service - Northern Research Station,Federal Agency,Berberis vulgaris,common barberry,Introduced,Detected,Positive,1/1/2008,11/29/2011,,"Crawford, Pennsylvania, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,,,Shrub,,,,Verified,,
1974060,Forest Inventory and Analysis Database U.S. Forest Service - Northern Research Station,Federal Agency,Berberis vulgaris,common barberry,Introduced,Detected,Positive,1/1/2007,11/29/2011,,"Juniata, Pennsylvania, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,,,Shrub,,,,Verified,,
1974061,Forest Inventory and Analysis Database U.S. Forest Service - Northern Research Station,Federal Agency,Berberis vulgaris,common barberry,Introduced,Detected,Positive,1/1/2010,11/29/2011,,"Monroe, Pennsylvania, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,,,Shrub,,,,Verified,,
1974062,Forest Inventory and Analysis Database U.S. Forest Service - Northern Research Station,Federal Agency,Berberis vulgaris,common barberry,Introduced,Detected,Positive,1/1/2007,11/29/2011,,"Franklin, Vermont, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,,,Shrub,,,,Verified,,
1974063,Forest Inventory and Analysis Database U.S. Forest Service - Northern Research Station,Federal Agency,Berberis vulgaris,common barberry,Introduced,Detected,Positive,1/1/2007,11/29/2011,,"Orleans, Vermont, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,,,Shrub,,,,Verified,,
1974064,Forest Inventory and Analysis Database U.S. Forest Service - Northern Research Station,Federal Agency,Berberis vulgaris,common barberry,Introduced,Detected,Positive,1/1/2007,11/29/2011,,"Windsor, Vermont, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,,,Shrub,,,,Verified,,
1974065,Forest Inventory and Analysis Database U.S. Forest Service - Northern Research Station,Federal Agency,Berberis vulgaris,common barberry,Introduced,Detected,Positive,1/1/2010,11/29/2011,,"Doddridge, West Virginia, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,,,Shrub,,,,Verified,,
1974066,Forest Inventory and Analysis Database U.S. Forest Service - Northern Research Station,Federal Agency,Berberis vulgaris,common barberry,Introduced,Detected,Positive,1/1/2009,11/29/2011,,"Gilmer, West Virginia, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,,,Shrub,,,,Verified,,
1974067,Forest Inventory and Analysis Database U.S. Forest Service - Northern Research Station,Federal Agency,Berberis vulgaris,common barberry,Introduced,Detected,Positive,1/1/2007,11/29/2011,,"Ritchie, West Virginia, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,,,Shrub,,,,Verified,,
1974068,Forest Inventory and Analysis Database U.S. Forest Service - Northern Research Station,Federal Agency,Berberis vulgaris,common barberry,Introduced,Detected,Positive,1/1/2009,11/29/2011,,"Tyler, West Virginia, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,,,Shrub,,,,Verified,,
2017065,"White Mountain National Forest, New Hampshire USFS",Federal Agency,Berberis vulgaris,common barberry,Introduced,Detected,Positive,6/23/2005,2/4/2012,,"Oxford, Maine, United States",44.33118,-70.84378,WGS84     ,,,,,,0.03,0.03,1%,100,,,,,,,,,,,Unknown,,,WHITE MOUNTAIN NATIONAL FOREST                                                                                                                                                                          ,,,,,,,,,169b50b4-4606-459d-96ef-0fd691584d16,,Bulk Data,"Schori,  Alice",,,,,,,,,,,,,,,,,,,,,One large clump with 18 stems near road in old orchard.,,,,Verified,,
2017066,"White Mountain National Forest, New Hampshire USFS",Federal Agency,Berberis vulgaris,common barberry,Introduced,Detected,Positive,5/9/2005,2/4/2012,,"Grafton, New Hampshire, United States",43.93577,-71.60853,WGS84     ,,,,,,,,100%,100,,,,,,,,,,,Unknown,,,WHITE MOUNTAIN NATIONAL FOREST                                                                                                                                                                          ,,,,,,,,,ffde3361-1877-4dc2-b859-07e0b52ccd8a,,Bulk Data,"Schori,  Alice",,,,,,,,,,,,,,,,,,,,,1 clump covering 7 square meters in old orchard.,,,,Verified,,
2042313,Diane Dorfer,General Public,Berberis vulgaris,common barberry,Introduced,Detected,Positive,8/4/2002,3/15/2004,,"Windham, Connecticut, United States",41.84019,-72.16853,wgs84     ,,,,,,,,1-5%      ,,,,,,,,,,,,Unknown,,Edge: Roadside                                    ,,,,,,,,,,283,,Web Report,,,,,,,,,,In Fruit,,,,,,,,,,,"Joshua's Tract - Church Farm Meadow, East side of Rt. 89  .",,,,,Verified,,
2042464,Stacy Leicht,General Public,Berberis vulgaris,common barberry,Introduced,Detected,Positive,10/8/2003,3/15/2004,,"Litchfield, Connecticut, United States",41.97543,-73.33371,wgs84     ,,,,,,,,less than ,,1-20 plants,,,,,,,,,,Unknown,,Forests: Hardwood                                 ,,,,,,,,,,2996,,Web Report,,,,,,,,,,Vegetative,,,,,,,,,,,"On TNC land off of Rt. 7 south near Robbins swamp  .  assoc Vegetation: Prickly ash, poison ivy",,,,,Verified,,
2042553,Diane Dorfer,General Public,Berberis vulgaris,common barberry,Introduced,Detected,Positive,7/17/2002,3/15/2004,,"Windham, Connecticut, United States",41.78145,-72.1513,wgs84     ,,,,,,,,less than ,,1-20 plants,,,,,,,,,,Unknown,,Edge: Roadside                                    ,,,,,,,,,,181,,Web Report,,,,,,,,,,In Fruit,,,,,,,,,,,Western border of Mansfield Hollow State Park on Palmer Road  .,,,,,Verified,,
2042913,Don Wetherell,General Public,Berberis vulgaris,common barberry,Introduced,Detected,Positive,4/25/2004,3/17/2005,,"Windham, Connecticut, United States",41.9148,-72.1146,NAD83     ,,,,,,,,1-5%      ,,20-99 plants,,,,,,,,,,Unknown,,Forests: Conifer                               ,,,,,,,,,,3812,,Web Report,,,,,,,,,,"Vegetative, Seedlings",,,,,,,,,,,"Ashford Road, 0.75 miles north of Sibley Cemetery. áWood road enters forest east of the point where farm field abuts NSF north boundary. áPlot located 200 feet from wood road entrance.  .",Private property approx. 0.1 miles south on Ashford Rd. is very heavily infested with barberry and may be source of infestations in this parcel of NSF.,,,,Verified,,
2043714,Stacy Leicht,General Public,Berberis vulgaris,common barberry,Introduced,Detected,Positive,10/19/2002,3/15/2004,,"Tolland, Connecticut, United States",41.78648,-72.25968,wgs84     ,,,,,,,,less than ,,,,,,,,,,,,Unknown,,Edge: Field/forest                                ,,,,,,,,,,805,,Web Report,,,,,,,,,,,,,,,,,,,,,Dunham woods  .,"old home site, some stone walls. The E. alatus had many seedlings below it.",,,,Verified,,
2043937,Becky Hrdy,General Public,Berberis vulgaris,common barberry,Introduced,Detected,Positive,7/21/2008,7/27/2008,,"Litchfield, Connecticut, United States",41.54119,-73.4067,wgs84     ,,,,,,,,1-5%      ,,1-20 plants,,,,,,,,,,Unknown,,Forests: Conifer                               ,,,,,,,,,,11165,,Web Report,,,,,,,,,,Seedlings,,,,,,,,,,,"Lover's Leap State Forest, Waramaug Trail, up trail west of Indian Spring hut  is trailside.  hemlock.  assoc Vegetation: Tsuga canadensis, Betula lenta, Symplocarpus foetidus, Arisaema triphyllum, Circaea alpina, Dryopteris sp. Athyrium filix-femina",tiny seasonal stream in middle,6/3/2019,Bill Moorhead III,Expertise,Verified,Credible,
2044004,Meredith Petrie,General Public,Berberis vulgaris,common barberry,Introduced,Detected,Positive,7/9/2004,10/21/2004,,"New London, Connecticut, United States",41.435,-71.888,wgs84     ,,,,,,,,less than ,,,,,,,,,,,,Unknown,,Forests: Hardwood                                 ,,,,,,,,,,4831,,Web Report,,,,,,,,,,Vegetative,,,,,,,,,,,"Assekonk Swamp Wildlife Management Area  is trailside.  Oak/Hickory.  assoc Vegetation: Acer rubra,Betula sp, Populus sp, Clethra, Wintergreen",Back of School,,,,Verified,,
2044145,Bonnie Potocki,General Public,Berberis vulgaris,common barberry,Introduced,Detected,Positive,7/5/2004,3/17/2005,,"Hartford, Connecticut, United States",41.68297,-72.60676,wgs84     ,,,,,,,,less than ,,1-20 plants,,,,,,,,,,Unknown,,Aquatic,,,,,,,,,,4023,,Web Report,,,,,,,,,,In Fruit,,,,,,,,,,,Glastonbury Audubon Center  .,,,,,Verified,,
2044148,Bonnie Potocki,General Public,Berberis vulgaris,common barberry,Introduced,Detected,Positive,7/5/2004,3/17/2005,,"Hartford, Connecticut, United States",41.6817,-72.60646,wgs84     ,,,,,,,,less than ,,1-20 plants,,,,,,,,,,Unknown,,Forests: Hardwood                                 ,,,,,,,,,,4026,,Web Report,,,,,,,,,,In Fruit,,,,,,,,,,,Glastonbury Audubon Center  .,,,,,Verified,,
2044368,Cynthe Aeon,General Public,Berberis vulgaris,common barberry,Introduced,Detected,Positive,10/23/2002,6/22/2004,,"Hartford, Connecticut, United States",41.86588,-72.77915,NAD83     ,,,,,,,,less than ,,,,,,,,,,,,Unknown,,Other                                             ,,,,,,,,,,1951,,Web Report,,,,,,,,,,,,,,,,,,,,,"This is on the West side of Metacomet Trail, heading roughly North from Pinnacle; There's a ""rockface"" on the West side of Metacomet Trail, and a dead, woodpecked, standing tree-trunk a meter or so Northwest of that - this plot is a partial rock outcrop",This is forest,,,,Verified,,
